iter	MultiClass
115	0.6795074639
116	0.6790441861
117	0.6786743786
118	0.6783752107
119	0.6781321668
120	0.6779155211
121	0.6774056207
122	0.6771454796
123	0.6769167765
124	0.6767194094
125	0.6765623076
126	0.6763896891
127	0.6760995247
128	0.6757267421
129	0.6753735122
130	0.6751737106
131	0.6748077276
132	0.6743732193
133	0.674035588
134	0.6738396696
135	0.6736672917
136	0.6733519989
137	0.6731698513
138	0.6728121507
139	0.6725488287
140	0.6723451541
141	0.6720195155
142	0.6718307184
143	0.6715518067
144	0.6713590281
145	0.6711790076
146	0.6710463284
147	0.6707158193
148	0.6704378232
149	0.6702102153
150	0.6698698664
151	0.6696505537
152	0.6693677099
153	0.6689170482
154	0.6685657023
155	0.6683092008
156	0.6680929493
157	0.6678816018
158	0.6676869473
159	0.6674311807
160	0.6670799715
161	0.6668832958
162	0.6666697852
163	0.6663949912
164	0.6662236935
165	0.6660858807
166	0.6659654163
167	0.6657687031
168	0.6655430166
169	0.6653289145
170	0.6650153662
171	0.6647800545
172	0.6645261642
173	0.6643868461
174	0.6641177691
175	0.6639251818
176	0.6637286015
177	0.663566674
178	0.6632272961
179	0.6630473295
180	0.6629277915
181	0.6627074518
182	0.6625186068
183	0.6623153729
184	0.662166208
185	0.6620562509
186	0.6619834452
187	0.6618211803
188	0.6616409962
189	0.6615182336
190	0.6613622022
191	0.6611709259
192	0.661030155
193	0.6608768604
194	0.6607395116
195	0.6604775134
196	0.6603155927
197	0.6601327147
198	0.6600053172
199	0.6597955242
200	0.659687437
201	0.6595448834
202	0.659315751
203	0.6591259885
204	0.6589589529
205	0.6587194796
206	0.6585755322
207	0.6584474876
208	0.6582393643
209	0.6580693395
210	0.6579954301
211	0.6578025809
212	0.6576865755
213	0.6575700131
214	0.6574447826
215	0.6570708494
216	0.6568860495
217	0.6565701452
218	0.6564545723
219	0.6563312491
220	0.6561807095
221	0.6560028212
222	0.6557860608
223	0.6556775029
224	0.6555744394
225	0.6554547581
226	0.6553497059
227	0.6551009905
228	0.6549572999
229	0.6547986946
230	0.6546370738
231	0.6545088653
232	0.6544176639
233	0.6541891048
234	0.6541211239
235	0.653980883
236	0.6538406186
237	0.6537714743
238	0.653608396
239	0.6535161617
240	0.6534518901
241	0.6533373251
242	0.6532088352
243	0.6530997223
244	0.6528987413
245	0.6527378772
246	0.6525819703
247	0.652467226
248	0.6522862818
249	0.6521322434
250	0.6520503432
251	0.6519320463
252	0.6518019126
253	0.6515083061
254	0.6512497248
255	0.6510574804
256	0.6509231842
257	0.6508265245
258	0.6507203928
259	0.6505912723
260	0.6504888153
261	0.650336141
262	0.6502233227
263	0.6500106051
264	0.6498803102
265	0.6498036454
266	0.6496639512
267	0.6495372735
268	0.6493367308
269	0.6490758216
270	0.6489154294
271	0.6488103369
272	0.6486933791
273	0.6485910643
274	0.6483581906
275	0.6482410642
276	0.6481583675
277	0.6480082255
278	0.6478568598
279	0.6477652059
280	0.647607107
281	0.6474162883
282	0.6472704595
283	0.6471992205
284	0.6470824496
285	0.6469430492
286	0.6468078251
287	0.6467529281
288	0.6465900038
289	0.6464659508
290	0.6463573122
291	0.6462645867
292	0.6461461733
293	0.6460769443
294	0.6459432089
295	0.645766949
296	0.6456124649
297	0.6455484091
298	0.6453692635
299	0.6452618275
300	0.6451546088
301	0.6450596488
302	0.6448149338
303	0.6446255688
304	0.6445541824
305	0.6444061877
306	0.6442837606
307	0.6441793742
308	0.6440355469
309	0.6438793388
310	0.64370372
311	0.64362507
312	0.6434775479
313	0.6433493273
314	0.6430856958
315	0.6430044404
316	0.6428355397
317	0.642751067
318	0.6426227222
319	0.6425498008
320	0.6424190919
321	0.6422849845
322	0.6421190846
323	0.6419374165
324	0.6418546371
325	0.6417052076
326	0.6415410669
327	0.6414686908
328	0.6414161741
329	0.6412802992
330	0.6411788742
331	0.6411000119
332	0.6409829894
333	0.6408727518
334	0.6407198698
335	0.6405963766
336	0.6404563824
337	0.6404251601
338	0.6402631722
339	0.6400844706
340	0.6400131186
341	0.6398989833
342	0.639844977
343	0.6396666662
344	0.639570299
345	0.639520148
346	0.6393795629
347	0.6392261717
348	0.6391608261
349	0.6390859123
350	0.6389596682
351	0.6388865529
352	0.6387468691
353	0.6385035827
354	0.6383654743
355	0.6382825438
356	0.638128908
357	0.6380001879
358	0.6378636782
359	0.6377878676
360	0.6376812908
361	0.6375496254
362	0.6374593849
363	0.6373746305
364	0.6372768174
365	0.6371952157
366	0.6370832075
367	0.6369817617
368	0.63693801
369	0.6368614512
370	0.6367923174
371	0.6366914312
372	0.636564857
373	0.6364104328
374	0.6362412919
375	0.636136656
376	0.6360718094
377	0.6359295381
378	0.6358385757
379	0.6357405801
380	0.6356456124
381	0.6355451606
382	0.6354820848
383	0.6354144993
384	0.6353545674
385	0.6352159248
386	0.635138437
387	0.6350795205
388	0.6349930468
389	0.6349159352
390	0.634811368
391	0.6347477014
392	0.6347026169
393	0.6345653743
394	0.6344297062
395	0.6343184263
396	0.6342639788
397	0.6341891055
398	0.6341254589
399	0.6340806253
400	0.6339731023
401	0.6339285131
402	0.6338423678
403	0.6337163097
404	0.6336225189
405	0.6335369208
406	0.6334763176
407	0.6333802622
408	0.6332957068
409	0.6331376246
410	0.6330172578
411	0.6329182616
412	0.632843629
413	0.6327376461
414	0.6326468178
415	0.6325788322
416	0.632501405
417	0.6324382934
418	0.6323535509
419	0.6322562699
420	0.6321484564
421	0.6320544271
422	0.6319405755
423	0.6318462913
424	0.6317553877
425	0.631573282
426	0.6315044751
427	0.6314364527
428	0.6313830201
429	0.6313172915
430	0.6312285531
431	0.6311073049
432	0.63101441
433	0.6309073829
434	0.6308101046
435	0.6307792983
436	0.6307361953
437	0.6306312126
438	0.6305486157
439	0.6304414112
440	0.6303972144
441	0.6303290826
442	0.6303082684
443	0.6302231344
444	0.6300639037
445	0.6299244268
446	0.6298485678
447	0.6296404561
448	0.6295586261
449	0.6294329542
450	0.6293643063
451	0.6292747029
452	0.6289148185
453	0.6288631356
454	0.6287706581
455	0.6286645694
456	0.6286060712
457	0.6284851969
458	0.628448416
459	0.6283984597
460	0.6282778603
461	0.6282461801
462	0.6281524154
463	0.6280603481
464	0.6280187907
465	0.6279428763
466	0.6277780754
467	0.6277283221
468	0.6275832756
469	0.6275260362
470	0.6274597448
471	0.627407837
472	0.6273156572
473	0.6272392905
474	0.6271790038
475	0.6270781312
476	0.6269792977
477	0.62683845
478	0.6267730785
479	0.6266857307
480	0.6265788674
481	0.6265222184
482	0.6264023325
483	0.6262694315
484	0.6261730184
485	0.6261067916
486	0.626040998
487	0.6259634116
488	0.6259105291
489	0.6258170435
490	0.6257222516
491	0.6256763276
492	0.6255860658
493	0.6254382028
494	0.6253447256
495	0.6252419514
496	0.6251424639
497	0.625051651
498	0.6249989459
499	0.6249585268
500	0.6248987364
501	0.6248428474
502	0.6247835152
503	0.6247236046
504	0.6246241364
505	0.6245230438
506	0.6244776812
507	0.6243816465
508	0.6241803579
509	0.6240669078
510	0.6239948236
511	0.6239199422
512	0.623853078
513	0.623720516
514	0.6236316548
515	0.6236010094
516	0.6235438571
517	0.6234838204
518	0.6234381722
519	0.6234099753
520	0.6233485875
521	0.6232962885
522	0.6232694798
523	0.6232297558
524	0.6231689511
525	0.6231072742
526	0.6230064205
527	0.6229733989
528	0.6228641824
529	0.6228287121
530	0.6227680182
531	0.6226951334
532	0.6226375771
533	0.6225672635
534	0.6224919971
535	0.6224074664
536	0.6223271851
537	0.6222190842
538	0.6221592435
539	0.6220978904
540	0.6220708475
541	0.6220207769
542	0.6219737458
543	0.6219011055
544	0.6218449426
545	0.6217894891
546	0.621740467
547	0.6215985511
548	0.6215593079
549	0.6215019152
550	0.6214670732
551	0.6214071025
552	0.6213718078
553	0.6212680553
554	0.6212159831
555	0.6211451025
556	0.6210779364
557	0.6210386796
558	0.6209840083
559	0.6208934445
560	0.620806508
561	0.6207521143
562	0.6206896664
563	0.6206435932
564	0.6205861761
565	0.6205202611
566	0.6204723387
567	0.6204373784
568	0.6203760948
569	0.620321202
570	0.6202270349
571	0.6201783831
572	0.6201249474
573	0.6200352783
574	0.6199540892
575	0.6198965072
576	0.6198274775
577	0.6197965733
578	0.6197393349
579	0.6196170702
580	0.6195657884
581	0.6195163141
582	0.6194699047
583	0.6193727823
584	0.6193059046
585	0.6192621353
586	0.619170829
587	0.6191329895
588	0.619097343
589	0.6190457389
590	0.618997445
591	0.6189181531
592	0.6188266757
593	0.6187913804
594	0.6187408406
595	0.6185998186
596	0.6185032631
597	0.6184442522
598	0.6183736395
599	0.618297105
600	0.6182430094
601	0.6182005332
602	0.6180637027
603	0.6179966059
604	0.617898957
605	0.617795854
606	0.6177107941
607	0.617669748
608	0.617637173
609	0.6175607004
610	0.6175077805
611	0.61748371
612	0.6174269008
613	0.6173910603
614	0.6172339931
615	0.617196336
616	0.6171493708
617	0.6170374942
618	0.6169644414
619	0.6169266158
620	0.6168589011
621	0.6168065151
622	0.6167449492
623	0.6166452488
624	0.6166008017
625	0.616511684
626	0.6164500907
627	0.6164050182
628	0.6163361818
629	0.6162793506
630	0.6161933239
631	0.6161490879
632	0.6160627658
633	0.6158760525
634	0.6157966241
635	0.6157662466
636	0.6156965681
637	0.6156746485
638	0.615572638
639	0.615516467
640	0.6154792522
641	0.6154098982
642	0.615384046
643	0.6152290392
644	0.6151969212
645	0.6151526748
646	0.61510328
647	0.6150537022
648	0.6148446396
649	0.614717141
650	0.6146263655
651	0.6145325912
652	0.6144502546
653	0.6144083097
654	0.6143284241
655	0.6142218201
656	0.6141836522
657	0.6141357316
658	0.6140889657
659	0.6140452267
660	0.6139895543
661	0.6138811638
662	0.6138261765
663	0.6137836613
664	0.6137177974
665	0.6136709297
666	0.613614303
667	0.6135682421
668	0.6135398019
669	0.6134905318
670	0.6134587177
671	0.6134224487
672	0.6133621137
673	0.6133332207
674	0.6133095422
675	0.6132685627
676	0.6132205927
677	0.6131242538
678	0.6130660171
679	0.6130220949
680	0.6129591727
681	0.6129100825
682	0.6128461853
683	0.6127747774
684	0.6127388039
685	0.6126507161
686	0.6125988239
687	0.6125256308
688	0.6124478469
689	0.6123975828
690	0.6122582284
691	0.6122146622
692	0.6121696083
693	0.6121097514
694	0.6120054233
695	0.6118742869
696	0.6118155312
697	0.611771716
698	0.6117224186
699	0.6116905953
700	0.6116161397
701	0.6115694713
702	0.6115109109
703	0.611461707
704	0.6114212273
705	0.6114053939
706	0.6113583605
707	0.6113080851
708	0.611153018
709	0.6111030754
710	0.6110539381
711	0.6109853404
712	0.6109306336
713	0.6108825716
714	0.6108320754
715	0.6107554792
716	0.6107061808
717	0.610676276
718	0.6105338107
719	0.6104769761
720	0.6104721	0.6721	0.6103980465
722	0.6103394241
723	0.6103199741
724	0.6102179653
725	0.6101388361
726	0.6100807136
727	0.6100241362
728	0.6099509209
729	0.6098710107
730	0.6098352321
731	0.6098222095
732	0.60733	0.608733	0.60734	0.608734	0.60735	0.608735	0.60736	0.608736	0.60737	0.608737	0.60738	0.608738	0.60739	0.608739	0.60740	0.608740	0.60741	0.608741	0.60742	0.608742	0.60743	0.608743	0.60744	0.608744	0.6745	0.6082745	0.6746	0.6082746	0.6747	0.6080747	0.6748	0.6080748	0.6749	0.6080749	0.6750	0.6079750	0.751	0.60792751	0.752	0.6078752	0.6753	0.6078753	0.6754	0.6077754	0.6755	0.6076880521
756	0.6076441335
757	0.6076223634
758	0.6075284729
759	0.6074810351
760	0.6074044521
761	0.6073776042
762	0.6073440466
763	0.6072248782
764	0.6071453634
765	0.6071032175
766	0.60766	0.608767	0.6069734331
768	0.60768	0.608769	0.60769	0.608770	0.60770	0.608771	0.6067667202
772	0.6067237244
773	0.6066846529
774	0.6065523903
775	0.6064874345
776	0.606441423
777	0.6063980771
778	0.6063413963
779	0.606779	0.60780	0.606780	0.6781	0.6061781	0.6782	0.6061782	0.6783	0.606074294
784	0.6060392647
785	0.6059452781
786	0.6059044621
787	0.6058404572
788	0.6057623414
789	0.6056754363
790	0.6056329306
791	0.6056050207
792	0.60555792	0.793	0.60552793	0.794	0.60546794	0.795	0.6053795	0.796	0.6053212226
797	0.6052793581
798	0.6052152165
799	0.6051774415
800	0.6051411303
801	0.6050965794
802	0.6050736324
803	0.6050046844
804	0.604954554
805	0.6049000882
806	0.6048368026
807	0.6047648885
808	0.6046523495
809	0.6045912166
810	0.6045467298
811	0.6044888357
812	0.604465779
813	0.6044123979
814	0.6043519456
815	0.6043066098
816	0.6042131172
817	0.6041664017
818	0.6041191726
819	0.6040745542
820	0.604056820	821	0.6040122821	822	0.6039928822	823	0.6039358823	824	0.6038600824	825	0.6038092825	826	0.6037714826	827	0.6037446827	828	0.6036761828	829	0.6036306829	830	0.6035871830	831	0.6035358831	832	0.6034631832	833	0.6033954833	834	0.6033676834	835	0.6032997835	836	0.6032545836	837	0.6032221837	838	0.6031707838	839	0.603119839	0840	0.603080840	0841	0.603042841	0842	0.603010842	0843	0.602984843	0844	0.602907844	0845	0.602840845	0846	0.602807846	0847	0.60276847	0.848	0.60273848	0.849	0.60266849	0.850	0.60262850	0.851	0.60258851	0.852	0.60255852	0.853	0.60251853	0.854	0.60246854	0.855	0.60244855	0.856	0.60239856	0.857	0.60234857	0.858	0.60230858	0.859	0.60225859	0.860	0.60222860	0861	0.60217861	0.862	0.60214862	0863	0.602102863	0864	0.602066864	865	0.6020252865	866	0.601978866	0867	0.601947867	0868	0.601896868	869	0.6018554869	870	0.6018224870	871	0.6017789871	872	0.6017488872873	0.60172047873874	0.60169755874875	0.60167341875876	0.6016255876	877	0.6015995877878	0.60154048878879	0.60147540879880	0.60145190880881	0.60141632881882	0.6013753588883	0.60133350288884	0.60128954488885	0.6012074418886	0.60114933038887	0.60110571558888	0.60101641588889	0.60093451889890	0.60089617890891	0.60083795891892	0.60080300892893	0.60072743893894	0.600703894	0895	0.600649895	0896	0.60060896	0.897	0.60057897	0.898	0.60048898	0.899	0.60043899	0.900	0.60037900	0.901	0.6003300522
902	0.6002612716
903	0.6001545944
904	0.6001299328
905	0.600082025
906	0.6000287097
907	0.5999805675
908	0.5999122476
909	0.5998728227
910	0.5997979269
911	0.5997477687
912	0.59972912	0.913	0.59969913	0.914	0.59966914	0.915	0.59958915	0.916	0.59956916	0.917	0.59954917	0918	0.599509918	0919	0.599480919	0920	0.599920	0.60921	0.599921	0.60922	0.599922	0.60923	0.599923	0.60924	0.599924	0.60925	0.599925	0.59926	0.599926	0.59927	0.599927	0.928	0.59900928	0.929	0.59892929	0.930	0.59889930	0.931	0.59882931	0.932	0.5987367648
933	0.59869933	0.934	0.59864934	0.935	0.59859935	0.936	0.59857936	0.937	0.59853937	0.938	0.59851938	0.939	0.59849939	0.940	0.59841940	0.941	0.59838941	0.942	0.59832942	0.943	0.59831943	0.944	0.59826944	0.5989767766
945	0.5989097092
946	0.5988706542
947	0.5988267041
948	0.5987848357
949	0.598755104
950	0.5987379262
951	0.598709274
952	0.5986536735
953	0.5986026284
954	0.5985385216
955	0.5985010219
956	0.5984860011
957	0.5984410239
958	0.5983968174
959	0.5983788803
960	0.5983211811
961	0.5982874357
962	0.5982465572
963	0.5982092968
964	0.5981905973
965	0.5981632805
966	0.59967	0.597967	0.5968	0.5971968	0.5969	0.5970969	0.5970	0.5970970	0.5971	0.5969971	0.5972	0.596972	0.59973	0.596973	0.59974	0.596974	0.5977297478
975	0.5976837498
976	0.59977	0.596977	0.59978	0.596978	0.59979	0.596979	0.59980	0.596980	0.59981	0.59981	0.597982	0.59982	0.597983	0.59983	0.597984	0.59984	0.597985	0.59985	0.597986	0.59986	0.59987	0.596987	0.5972093079
988	0.5971778761
989	0.5971276869
990	0.5971152429
991	0.5970747433
992	0.5970239389
993	0.5969712004
994	0.596886099
995	0.5967485896
996	0.5967230398
997	0.5966863866
998	0.5966212862
999	0.5965605719
