iter	MultiClass
130	0.5888668168
131	0.5887428755
132	0.5885901924
133	0.5884565281
134	0.5882957596
135	0.5881956395
136	0.5880449004
137	0.5879033399
138	0.5878329763
139	0.5877027576
140	0.5875929347
141	0.5875055051
142	0.5873634182
143	0.5872616261
144	0.5870960926
145	0.5870104701
146	0.5869484701
147	0.5868665186
148	0.5867756037
149	0.586689776
150	0.5866394919
151	0.5865523316
152	0.5864440318
153	0.5863160426
154	0.5861042938
155	0.5859937229
156	0.5859161554
157	0.5858366362
158	0.5856587457
159	0.5855690659
160	0.5854432082
161	0.5853874121
162	0.5853121596
163	0.5852059217
164	0.5850801352
165	0.5850592482
166	0.5849971204
167	0.5848431901
168	0.5847587154
169	0.5847330729
170	0.58467273
171	0.5844840194
172	0.5844057416
173	0.5843239835
174	0.5842323591
175	0.5841335058
176	0.5840383968
177	0.5839652782
178	0.5839247666
179	0.5838980665
180	0.5838517587
181	0.5837862317
182	0.5837354143
183	0.5836441834
184	0.5835692541
185	0.5835016733
186	0.583377438
187	0.5833339735
188	0.5832072146
189	0.5831708124
190	0.5830551062
191	0.5829877637
192	0.5828975259
193	0.5828203986
194	0.5827410682
195	0.5826452829
196	0.5826027128
197	0.5825576842
198	0.5825415303
199	0.5824399611
200	0.5823537949
201	0.5822799097
202	0.5821993536
203	0.5821807995
204	0.5821121087
205	0.5820674752
206	0.5819733491
207	0.5819118554
208	0.5818128276
209	0.5817672893
210	0.5817477981
211	0.5817176847
212	0.5816451199
213	0.5816163936
214	0.5815462778
215	0.581474958
216	0.5814173719
217	0.5813737255
218	0.5813498019
219	0.5812521336
220	0.5812141784
221	0.5811720857
222	0.5810808533
223	0.5810048813
224	0.580950737
225	0.5808559228
226	0.5808327963
227	0.5807690149
228	0.5807388755
229	0.5806717988
230	0.580603252
231	0.5805685058
232	0.5805061778
233	0.5804159439
234	0.5803416197
235	0.5802744006
236	0.5802370774
237	0.5801865092
238	0.5801247019
239	0.5801092699
240	0.5800955568
241	0.5800779617
242	0.5800467047
243	0.5799882771
244	0.5798951738
245	0.579848395
246	0.5797833637
247	0.5796730651
248	0.5795717832
249	0.579521493
250	0.5794622689
251	0.5794532171
252	0.5793730191
253	0.579345269
254	0.5793077532
255	0.5792480596
256	0.5791686585
257	0.5791172816
258	0.5790852533
259	0.5790257935
260	0.5789209227
261	0.5788649069
262	0.5788183526
263	0.5787454733
264	0.5787138447
265	0.5786884062
266	0.5786129127
267	0.57859531
268	0.5785526483
269	0.5785367504
270	0.5784873201
271	0.5784762289
272	0.5784539912
273	0.5784368235
274	0.578415418
275	0.5783471597
276	0.5782696711
277	0.5782310419
278	0.5781723252
279	0.5781517979
280	0.5781378733
281	0.5780701697
282	0.5780037534
283	0.577981108
284	0.5779496391
285	0.5779137931
286	0.5778488222
287	0.5778398977
288	0.5778037404
289	0.5777233172
290	0.5777036262
291	0.5776446424
292	0.5775615192
293	0.5775490017
294	0.5774947807
295	0.5774399141
296	0.5773681491
297	0.5773453316
298	0.57729501
299	0.5772578337
300	0.5772172301
301	0.577179457
302	0.5770933393
303	0.5770805615
304	0.5770217859
305	0.5769887997
306	0.576949524
307	0.5769277901
308	0.576915419
309	0.5768662292
310	0.5768057668
311	0.5767338392
312	0.5767155175
313	0.57670179
314	0.5766651036
315	0.5766572775
316	0.5766212699
317	0.5765838288
318	0.5765724084
319	0.5765519878
320	0.5764908795
321	0.5764427562
322	0.5763701246
323	0.5763158636
324	0.5762596678
325	0.5762504385
326	0.5762245322
327	0.5761646129
328	0.5761040948
329	0.5760908262
330	0.5760494098
331	0.5759927854
332	0.5759436749
333	0.5758630366
334	0.575817179
335	0.575793202
336	0.5757369437
337	0.5757112347
338	0.5757011382
339	0.5756398933
340	0.5755945614
341	0.5755588391
342	0.5755168804
343	0.5754705265
344	0.5754555383
345	0.5754000627
346	0.5753748345
347	0.5753242803
348	0.5752913956
349	0.5752322133
350	0.5751983927
351	0.5751570076
352	0.5751017083
353	0.5750415978
354	0.5749952305
355	0.5749760331
356	0.5749392631
357	0.5749034652
358	0.5748834857
359	0.574873638
360	0.5748468997
361	0.5748037908
362	0.574780344
363	0.5747075197
364	0.5746568259
365	0.5746503619
366	0.5746375326
367	0.5745687242
368	0.5745409502
369	0.5745303956
370	0.5744977206
371	0.5744368395
372	0.5744171766
373	0.5743837436
374	0.5743388956
375	0.5743325128
376	0.5742972979
377	0.5742565573
378	0.5742343592
379	0.5741986899
380	0.5741435626
381	0.5740805675
382	0.5740671987
383	0.5740395756
384	0.5739872787
385	0.5739211225
386	0.5738906515
387	0.5738375222
388	0.5738205907
389	0.5737704486
390	0.5737267965
391	0.5737092014
392	0.5736951873
393	0.5736804646
394	0.5736518237
395	0.5736113032
396	0.5735942755
397	0.5735691927
398	0.5735266116
399	0.5735042391
400	0.5734967627
401	0.5734861553
402	0.5734633538
403	0.5734381672
404	0.573383638
405	0.5733304702
406	0.5732768451
407	0.5732489458
408	0.5732385102
409	0.5731963732
410	0.5731400985
411	0.5731175072
412	0.57305687
413	0.5730306442
414	0.5730167385
415	0.5729603215
416	0.5729285244
417	0.5728977091
418	0.572883947
419	0.5728689245
420	0.5728429564
421	0.5728381262
422	0.5727827182
423	0.5727589251
424	0.572729402
425	0.5726693634
426	0.5726127941
427	0.5726031416
428	0.5725536431
429	0.5725228515
430	0.5724972559
431	0.572462764
432	0.5724343527
433	0.5723846901
434	0.572341017
435	0.5722891564
436	0.5722680605
437	0.5722431951
438	0.572193478
439	0.5721684922
440	0.5721585697
441	0.5721317308
442	0.5720802125
443	0.5720657981
444	0.5720589136
445	0.5719695577
446	0.5719281086
447	0.5719186535
448	0.5718810141
449	0.5718599995
450	0.5718144605
451	0.5717659666
452	0.5717511782
453	0.57173499
454	0.5717038484
455	0.5716649498
456	0.5716418676
457	0.5716222976
458	0.5715809055
459	0.5715494044
460	0.5715156559
461	0.5715103123
462	0.5714689048
463	0.5714523185
464	0.5714268134
465	0.5714170389
466	0.5713606174
467	0.5713483867
468	0.5713065707
469	0.5712797044
470	0.5712200177
471	0.5712103074
472	0.5711883155
473	0.5711716846
474	0.5711449334
475	0.5710866113
476	0.5710440945
477	0.5709943627
478	0.5709819445
479	0.5709024791
480	0.5708653729
481	0.5708262152
482	0.5707679667
483	0.570720711
484	0.5707079423
485	0.5706997065
486	0.5706335368
487	0.5705943345
488	0.5705731603
489	0.570517652
490	0.5704997813
491	0.5704752612
492	0.5704447169
493	0.5704342579
494	0.570419916
495	0.5703809994
496	0.5703624852
497	0.5703508273
498	0.5703334801
499	0.5703145694
500	0.5702680207
501	0.5702338397
502	0.5702188638
503	0.5702046773
504	0.5701561556
505	0.570100003
506	0.5700703241
507	0.5700653638
508	0.5700584668
509	0.5700141206
510	0.5699765872
511	0.5699103297
512	0.5698719871
513	0.5698401964
514	0.5697857729
515	0.5697358035
516	0.5696832466
517	0.5696310016
518	0.5695606281
519	0.5695037491
520	0.5694876162
521	0.5694396021
522	0.5694098035
523	0.569381687
524	0.5693520054
525	0.5693113474
526	0.5692973955
527	0.5692579092
528	0.5692318427
529	0.5692054039
530	0.5691579987
531	0.5691117498
532	0.5690928425
533	0.5690801183
534	0.5690312444
535	0.5689700034
536	0.5689472998
537	0.5689078682
538	0.568858338
539	0.5688109057
540	0.5687651584
541	0.5687256996
542	0.5686894807
543	0.5686862922
544	0.5686777804
545	0.5686517977
546	0.5686289032
547	0.5685892446
548	0.568529092
549	0.5685243264
550	0.5685091589
551	0.5684664247
552	0.5684207754
553	0.5684010442
554	0.5683884397
555	0.5683734545
556	0.5683269731
557	0.5683051328
558	0.5682808171
559	0.5682674566
560	0.568226501
561	0.5682143092
562	0.5681932722
563	0.5681804924
564	0.5681565813
565	0.5681525996
566	0.5681334592
567	0.5680880769
568	0.5680806604
569	0.5680556004
570	0.5680144454
571	0.5679866871
572	0.5679415972
573	0.5679262901
574	0.5678901087
575	0.5678431318
576	0.5678162286
577	0.5677847852
578	0.5677305898
579	0.5677183269
580	0.5677104111
581	0.5676640904
582	0.5676179838
583	0.5675713047
584	0.5675532085
585	0.5674799137
586	0.5674427032
587	0.5673869067
588	0.5673420453
589	0.5673028898
590	0.5672814001
591	0.5672619168
592	0.5672445696
593	0.5672244283
594	0.5671915444
595	0.5671600965
596	0.5671341346
597	0.5671180895
598	0.5670659815
599	0.5670212955
600	0.5669751792
601	0.5669509111
602	0.5669240049
603	0.5669081401
604	0.5668956351
605	0.5668672256
606	0.5668523222
607	0.566802981
608	0.5667494461
609	0.5666944376
610	0.5666792589
611	0.5666219513
612	0.5665955536
613	0.5665618801
614	0.5665311649
615	0.5664856306
616	0.5664773812
617	0.5663992202
618	0.5663717005
619	0.5663084617
620	0.5662914898
621	0.566252859
622	0.5662353119
623	0.566220595
624	0.5662007451
625	0.5661486063
626	0.5661274741
627	0.5661162602
628	0.5661068492
629	0.5660845517
630	0.566038143
631	0.5659932225
632	0.5659546908
633	0.5659315003
634	0.5659153306
635	0.5658941368
636	0.5658529391
637	0.5658232573
638	0.5657967819
639	0.5657917027
640	0.565785669
641	0.565757833
642	0.5657397782
643	0.5656887115
644	0.5656509075
645	0.5656242575
646	0.5655649244
647	0.5655450635
648	0.5654867432
649	0.5654699172
650	0.5654516415
651	0.565397548
652	0.5653634784
653	0.5653515187
654	0.5653332994
655	0.5653017273
656	0.5652599418
657	0.5652332677
658	0.5652136588
659	0.5651963503
660	0.5651676506
661	0.5651385814
662	0.5651247636
663	0.5651132068
664	0.5650610072
665	0.5650577573
666	0.5650368021
667	0.5650298999
668	0.5650060905
669	0.5649821139
670	0.564963289
671	0.5649313435
672	0.5649008739
673	0.5648646852
674	0.5648551426
675	0.5648253473
676	0.5648130597
677	0.5648021026
678	0.5647614404
679	0.5647384148
680	0.5647234907
681	0.5647155568
682	0.5646868817
683	0.5646771829
684	0.5646569537
685	0.5646219425
686	0.5645887046
687	0.5645408874
688	0.5645197723
689	0.5644839513
690	0.5644593849
691	0.5644132101
692	0.5644023899
693	0.5643703121
694	0.5643567875
695	0.5643437458
696	0.5643066222
697	0.5642823488
698	0.5642361168
699	0.5642330254
700	0.5642057137
701	0.564191735
702	0.5641496105
703	0.5640890344
704	0.5640730719
705	0.5640294824
706	0.5640221385
707	0.5640012117
708	0.5639659221
709	0.5639207733
710	0.5638905429
711	0.563885032
712	0.5638708353
713	0.5638595723
714	0.56383806
715	0.5638104764
716	0.5638008225
717	0.5637902033
718	0.5637743362
719	0.5637513657
720	0.5637159625
721	0.563660818
722	0.5636081351
723	0.5635681903
724	0.5635470471
725	0.5635143254
726	0.5635035325
727	0.5634901746
728	0.5634264825
729	0.5634156437
730	0.5633834163
731	0.5633646826
732	0.5633311693
733	0.5632984365
734	0.5632853086
735	0.5632778958
736	0.5632545176
737	0.563214525
738	0.5632085068
739	0.5631702896
740	0.563159544
741	0.5631449852
742	0.5631235411
743	0.5631062149
744	0.5630579455
745	0.5630564619
746	0.5630254709
747	0.5630038811
748	0.5629677299
749	0.5629440858
750	0.5629073086
751	0.5628996802
752	0.5628950979
753	0.5628816374
754	0.5628704829
755	0.5628336999
756	0.562826393
757	0.5628004748
758	0.5627914253
759	0.562749227
760	0.5627383
761	0.5627096145
762	0.5626863189
763	0.5626510571
764	0.5626359262
765	0.5626191864
766	0.5625720144
767	0.5625537893
768	0.5625350944
769	0.5624916248
770	0.5624729904
771	0.5624631619
772	0.5624207568
773	0.5624128582
774	0.5623785721
775	0.5623338147
776	0.562311863
777	0.5623027622
778	0.5622807237
779	0.5622428172
780	0.5622324915
781	0.5622254837
782	0.5622041973
783	0.5621809392
784	0.562162
785	0.5621524719
786	0.5621283964
787	0.5620950212
788	0.562069694
789	0.5620489996
790	0.5620076813
791	0.5619898799
792	0.5619699025
793	0.5619600182
794	0.5619465987
795	0.5619388701
796	0.5619254927
797	0.5618865835
798	0.5618346154
799	0.5618198342
800	0.5618022029
801	0.5617692186
802	0.5617323853
803	0.5617261588
804	0.5616772782
805	0.5616417807
806	0.5616206668
807	0.5615975998
808	0.5615481953
809	0.5615442401
810	0.5615316102
811	0.56151815
812	0.5614952866
813	0.5614627219
814	0.5614150763
815	0.5613698152
816	0.5613554678
817	0.5613255149
818	0.5612825678
819	0.561272341
820	0.5612331458
821	0.5612100864
822	0.5611865951
823	0.5611645395
824	0.5611611947
825	0.5611332247
826	0.5611132733
827	0.5610790035
828	0.5610522107
829	0.5610400112
830	0.5610175611
831	0.5609932009
832	0.5609479516
833	0.5609293355
834	0.5609218155
835	0.560888876
836	0.5608685568
837	0.5608451809
838	0.5608044355
839	0.560780437
840	0.5607764109
841	0.5607603948
842	0.5607202235
843	0.5606797076
844	0.5606422946
845	0.5606216928
846	0.560594601
847	0.5605715885
848	0.5605373802
849	0.5605267225
850	0.5605109607
851	0.5605079907
852	0.5604620404
853	0.5604116627
854	0.5603775534
855	0.5603675487
856	0.5603523507
857	0.5603496979
858	0.5603161261
859	0.5603028012
860	0.5602833337
861	0.560260168
862	0.5602439444
863	0.5602197846
864	0.5601815524
865	0.5601730949
866	0.5601145519
867	0.5600796175
868	0.5600664095
869	0.5600388012
870	0.5600078428
871	0.55998964
872	0.5599691402
873	0.5599263833
874	0.5598874561
875	0.5598609653
876	0.5598556623
877	0.5598266267
878	0.5597995568
879	0.5597587966
880	0.5597494035
881	0.5597234844
882	0.5596872481
883	0.5596700519
884	0.5596533493
885	0.5596375091
886	0.5596087004
887	0.5595751196
888	0.559545009
889	0.5595300385
890	0.5595187352
891	0.5594922829
892	0.5594574057
893	0.5594207004
894	0.5594036047
895	0.5593356005
896	0.5593204944
897	0.5592936175
898	0.5592606745
899	0.5592527362
900	0.5592347995
901	0.5592222947
902	0.5592070746
903	0.559151965
904	0.559137946
905	0.5591125097
906	0.5590956196
907	0.559083913
908	0.5590420872
909	0.559027886
910	0.5589969725
911	0.5589870525
912	0.5589539437
913	0.5589326418
914	0.5589102213
915	0.5588968678
916	0.5588838488
917	0.5588636527
918	0.5588363927
919	0.5588224972
920	0.558800202
921	0.5587694558
922	0.5587467517
923	0.5587381805
924	0.5587129415
925	0.5586947967
926	0.5586659415
927	0.5586454694
928	0.5586241595
929	0.5585941348
930	0.5585793826
931	0.5585600565
932	0.5585348898
933	0.5585228521
934	0.5585070689
935	0.5584710497
936	0.5584285341
937	0.5583931465
938	0.558359349
939	0.5583381798
940	0.5583088706
941	0.5582613846
942	0.558245438
943	0.5582351241
944	0.5582098903
945	0.5581964782
946	0.5581852899
947	0.5581646904
948	0.558143191
949	0.5581166295
950	0.5580836699
951	0.558047614
952	0.558033674
953	0.5580118759
954	0.5580055048
955	0.5579971307
956	0.5579650117
957	0.5579320412
958	0.5579192388
959	0.5579050699
960	0.5578732975
961	0.5578593231
962	0.5578218307
963	0.5577981587
964	0.5577770168
965	0.5577504965
966	0.5577315851
967	0.557717846
968	0.5576976562
969	0.5576738956
970	0.5576477158
971	0.5576413431
972	0.5576297293
973	0.557623425
974	0.557592466
975	0.5575245987
976	0.5574929225
977	0.5574721496
978	0.5574492813
979	0.5574336483
980	0.5574140363
981	0.5573872546
982	0.5573809416
983	0.5573371947
984	0.5573128185
985	0.557297159
986	0.5572716359
987	0.5572509336
988	0.5572464953
989	0.5572297592
990	0.5572145537
991	0.557170153
992	0.5571511488
993	0.5571446929
994	0.5571200258
995	0.5570844062
996	0.5570672275
997	0.5570522923
998	0.5570206261
999	0.5569882156
